"","seqnames","start","end","width","strand","name","tx_id","tx_name","exactTSS","idx","Log2FC","FDR","MeanDiff","Log2FC_C"
"322","chr3",43622012,43622136,125,"-","ANO10",16223,"NM_018075",43622012,1973,-0.0871270213974669,0.641778276934908,-0.0591231825558171,-0.0871270213974669
"323","chr3",43622078,43622202,125,"-","ANO10",16226,"NM_001204831",43622078,1973,-0.0871270213974669,0.641778276934908,-0.0591231825558171,-0.0871270213974669
"324","chr3",43691595,43691719,125,"-","ANO10",16233,"NM_001346468",43691595,1981,0.308629522335442,0.880146645126584,0.00477769145396681,0.308629522335442
"325","chr3",48556804,48556928,125,"-","PFKFB4",16495,"NM_001317134",48556804,2534,-0.115202494888282,0.83747315788837,-0.0299381967968726,-0.115202494888282
"326","chr3",48561130,48561254,125,"-","PFKFB4",16500,"NM_001317136",48561130,2542,0.345078182259255,0.10761685556861,0.0220163840552176,0.345078182259255
"327","chr3",49093633,49093757,125,"-","QRICH1",16541,"NM_001320580",49093633,2632,-0.335326836097468,0.129907763452296,-0.0306567857622758,-0.335326836097468
"328","chr3",49094072,49094196,125,"-","QRICH1",16545,"NM_198880",49094072,2633,-0.0588168599605408,0.681979900887011,-0.0211103555565952,-0.0588168599605408
"329","chr3",49094374,49094498,125,"-","QRICH1",16546,"NM_001320584",49094374,2633,-0.0588168599605408,0.681979900887011,-0.0211103555565952,-0.0588168599605408
"330","chr3",51962893,51962999,107,"-","PCBP4",16668,"NM_033010",51962893,10238,0.521175929910123,0.743691348772961,0.0024536197456988,0.521175929910123
"331","chr3",51967455,51967499,45,"-","PCBP4",16670,"NM_001174100",51967455,3018,1.04194750118564,0.190845464877676,0.0195290907923768,1.04194750118564
"332","chr3",51967467,51967499,33,"-","PCBP4",16669,"NM_001363885",51967467,3018,1.04194750118564,0.190845464877676,0.0195290907923768,1.04194750118564
"333","chr3",128488000,128488046,47,"-","GATA2",17288,"NM_001145662",128487922,5459,0.653976976478911,0.439189614861658,0.00913620741232866,0.653976976478911
"334","chr3",128488531,128488655,125,"-","GATA2",17289,"NM_001145661",128488531,5460,-0.0479709376863701,0.944897261205548,-0.000714729310378449,-0.0479709376863701
"335","chr3",128493202,128493326,125,"-","GATA2",17290,"NM_032638",128493202,5469,1.16406295680363,0.128518946974254,0.0105284173637064,1.16406295680363
"336","chr4",1289766,1289890,125,"+","MAEA",18122,"NM_001017405",1289891,159,0.0981664486989021,0.267754749977807,0.0320473901688087,0.0981664486989021
"337","chr4",1309318,1309442,125,"+","MAEA",18127,"NM_001297432",1309443,169,0.754088460908202,0.0688990425783324,0.0138444851841688,0.754088460908202
"338","chr4",1309666,1309790,125,"+","MAEA",18128,"NM_001297433",1309791,170,1.01326390212014,0.00757638515808537,0.0193825328161711,1.01326390212014
"339","chr4",2468981,2468999,19,"+","RNF4",18150,"NM_001185010",2469106,306,-0.490864368570557,0.0630366843782112,-0.0630150524398384,-0.490864368570557
"340","chr4",2469328,2469452,125,"+","RNF4",18152,"NM_001185009",2469453,307,0.0175357160468453,0.9524225232629,0.00275019968874143,0.0175357160468453
"341","chr4",6909319,6909443,125,"+","TBC1D14",18239,"NM_001113361",6909444,663,0.00259044561708285,0.776642421004957,0.000189608806028391,0.00259044561708285
"342","chr4",6909701,6909825,125,"+","TBC1D14",18240,"NM_020773",6909826,664,-0.212585864093171,0.441823547068269,-0.0410872068337261,-0.212585864093171
"343","chr4",6987084,6987208,125,"+","TBC1D14",18242,"NM_001113363",6987209,691,0.127757740082606,0.323234031533623,0.0382655870974798,0.127757740082606
"344","chr4",6987500,6987507,8,"+","TBC1D14",18243,"NM_001286805",6987508,5588,-1.72017763279123,0.0344787707504406,-0.0207271567731551,-1.72017763279123
"345","chr4",76214000,76214039,40,"+","FAM47E",18817,"NM_001242936",76214040,2534,-0.565184024694411,0.115036312794507,-0.043134335662365,-0.565184024694411
"346","chr4",76251596,76251720,125,"+","FAM47E",18819,"NM_001136570",76251721,2539,-0.330149387868918,0.476391106679462,-0.0375125649226304,-0.330149387868918
"347","chr4",86935000,86935001,2,"+","AFF1",18893,"NM_001166693",86935002,3033,-0.206924473345242,0.538453469304866,-0.019607517228782,-0.206924473345242
"348","chr4",87006863,87006987,125,"+","AFF1",18894,"NM_001313959",87006988,3051,0.0487349401424524,1,0.010108122199437,0.0487349401424524
"349","chr4",87007000,87007000,1,"+","AFF1",18896,"NM_005935",87007001,3052,-0.353907993916827,0.148542850544116,-0.0430860036755999,-0.353907993916827
"350","chr4",102501234,102501358,125,"+","NFKB1",19011,"NM_001165412",102501359,3396,0.459582304527926,1.2924145653438e-05,0.127347156576026,0.459582304527926
"351","chr4",102501809,102501933,125,"+","NFKB1",19016,"NM_001319226",102501934,3397,0.00965250060165635,1,0.00301179452039219,0.00965250060165635
"352","chr4",129093587,129093711,125,"+","C4orf33",19267,"NM_173487",129093712,4047,0.213536416939665,0.160856960604005,0.0590684559504271,0.213536416939665
"353","chr4",129096027,129096151,125,"+","C4orf33",19268,"NM_001099783",129096152,4050,-0.0634388490984945,1,-0.00588800864621333,-0.0634388490984945
"354","chr4",168631500,168631577,78,"+","PALLD",19515,"NM_001166109",168631578,5068,-1.07705875907382,0.168988875132185,-0.0110852172484717,-1.07705875907382
"355","chr4",168831970,168831999,30,"+","PALLD",19516,"NM_001166110",168832095,5084,0.089328486810507,0.60102099107934,0.00152088471698882,0.089328486810507
"356","chr4",169620453,169620499,47,"+","CLCN3",19521,"NM_001243372",169620578,5132,-0.0334416386420028,0.880911937130456,-0.0199412561685741,-0.0334416386420028
"357","chr4",169660000,169660061,62,"+","CLCN3",19524,"NM_001243374",169660062,5137,-0.491563174230286,0.00138452060534084,-0.0801866977381294,-0.491563174230286
"358","chr4",183505000,183505057,58,"+","ING2",19576,"NM_001564",183505058,5335,-0.472674255637231,0.287723751094729,-0.0267287603826038,-0.472674255637231
"359","chr4",183506000,183506081,82,"+","ING2",19577,"NM_001291959",183506082,5337,-0.504918615362434,0.0122719498904249,-0.103708573965625,-0.504918615362434
"360","chr4",183798000,183798021,22,"+","STOX2",19580,"NR_132761",183798022,5349,1.84564853325807,0.153893072441645,0.00876481059718147,1.84564853325807
"361","chr4",183905182,183905306,125,"+","STOX2",19581,"NM_020225",183905307,7864,0.796237348609721,0.658896550812376,0.00291958186489555,0.796237348609721
"362","chr4",23881293,23881417,125,"-","PPARGC1A",19888,"NM_001330753",23881293,7571,-1.71192518491516,0.16555990552889,-0.00432479916427222,-1.71192518491516
"363","chr4",23890048,23890172,125,"-","PPARGC1A",19889,"NM_013261",23890048,6397,-0.979000632229246,0.376556262028016,-0.00354403552179119,-0.979000632229246
"364","chr4",24473000,24473030,31,"-","PPARGC1A",19891,"NM_001330751",24472906,1227,0.823513544361791,0.562630780137077,0.00720338272713829,0.823513544361791
"365","chr4",25862989,25862999,11,"-","SEL1L3",19912,"NM_015187",25862989,1292,0.561465678946932,0.176137211459842,0.0158170520762016,0.561465678946932
"366","chr4",25863567,25863691,125,"-","SEL1L3",19913,"NM_001297592",25863567,1294,-0.255411626375044,0.952418548464117,-0.00151149384725142,-0.255411626375044
"367","chr4",73223058,73223182,125,"-","ANKRD17",20144,"NM_001286771",73223058,2327,-0.0293060503108983,0.985584099960365,-0.00242158388223063,-0.0293060503108983
"368","chr4",73258799,73258923,125,"-","ANKRD17",20145,"NM_015574",73258799,2331,0.275021572482454,0.117899453701574,0.0491955854421685,0.275021572482454
"369","chr4",77819065,77819189,125,"-","CNOT6L",20210,"NM_001365007",77819065,2602,-0.251339552730262,0.113596501531825,-0.0350332782358599,-0.251339552730262
"370","chr4",77819369,77819493,125,"-","CNOT6L",20211,"NM_001286790",77819369,2602,-0.251339552730262,0.113596501531825,-0.0350332782358599,-0.251339552730262
"371","chr4",77820270,77820394,125,"-","CNOT6L",20213,"NM_001365006",77820270,2604,-0.170226750794328,0.750929151919705,-0.0388244901590893,-0.170226750794328
"372","chr4",83110000,83110014,15,"-","PLAC8",20273,"NM_001130716",83109890,2837,-0.600650319652679,0.0778532421373014,-0.0307673674921417,-0.600650319652679
"373","chr4",83114730,83114854,125,"-","PLAC8",20274,"NM_016619",83114730,2840,0.180135054862248,0.584617924615984,0.00195904006258519,0.180135054862248
"374","chr4",88823362,88823486,125,"-","FAM13A",20333,"NM_001015045",88823362,3163,-0.283810458878409,0.0857099419206922,-0.0345764426051317,-0.283810458878409
"375","chr4",89057186,89057310,125,"-","FAM13A",20337,"NM_014883",89057186,3177,0.441634840203511,0.814303407711694,0.00193799476413565,0.441634840203511
"376","chr5",23507030,23507154,125,"+","PRDM9",21167,"NM_001376900",23507155,7920,0.319244324265655,0.724575476601644,0.00139285826350724,0.319244324265655
"377","chr5",23507500,23507608,109,"+","PRDM9",21168,"NM_001310214",23507609,10034,-2.34352057753756,0.16555990552889,-0.00611616270432243,-2.34352057753756
"378","chr5",43120789,43120913,125,"+","ZNF131",21271,"NM_001330704",43120914,1100,-0.393504074428409,0.0671712335133658,-0.0380236201333406,-0.393504074428409
"379","chr5",43121336,43121460,125,"+","ZNF131",21277,"NM_001297548",43121461,1101,0.0403133515336875,0.835322702607278,0.0139920318543001,0.0403133515336875
"380","chr5",43121500,43121564,65,"+","ZNF131",21282,"NM_001330713",43121565,1102,0.098499631934742,0.376556262028016,0.0216855191338918,0.098499631934742
"381","chr5",55851232,55851356,125,"+","IL31RA",21337,"NM_001297570",55851357,1334,0.943817755478357,0.121379873159271,0.00889783752264586,0.943817755478357
"382","chr5",55853197,55853321,125,"+","IL31RA",21342,"NM_001242636",55853322,1335,0.302212387205955,0.73153050026088,0.00408248417812405,0.302212387205955
"383","chr5",56909135,56909259,125,"+","SETD9",21346,"NM_001323022",56909260,1488,-0.0984215069360149,0.310708531200788,-0.0147389800096931,-0.0984215069360149
"384","chr5",56909500,56909595,96,"+","SETD9",21348,"NM_001323019",56909596,1489,-0.337171000390612,0.00543881298536405,-0.156428915029336,-0.337171000390612
"385","chr5",56909932,56909999,68,"+","SETD9",21353,"NM_001323020",56910057,1489,-0.337171000390612,0.00543881298536405,-0.156428915029336,-0.337171000390612
"386","chr5",56909937,56909999,63,"+","SETD9",21354,"NM_001323018",56910062,1489,-0.337171000390612,0.00543881298536405,-0.156428915029336,-0.337171000390612
"387","chr5",66144175,66144299,125,"+","SREK1",21419,"NM_001077199",66144300,1759,-0.291744170205362,0.13454102898508,-0.045873411650151,-0.291744170205362
"388","chr5",66144710,66144834,125,"+","SREK1",21426,"NM_139168",66144835,1760,-0.150902561422736,0.550129563537294,-0.0177123444542905,-0.150902561422736
"389","chr5",76403160,76403284,125,"+","IQGAP2",21600,"NM_006633",76403285,2157,-0.101563665586516,0.745782042520108,-0.0327406265300191,-0.101563665586516
"390","chr5",76547284,76547408,125,"+","IQGAP2",21601,"NM_001285460",76547409,2179,0.346506965329563,0.266938039619705,0.00652343636822357,0.346506965329563
"391","chr5",76609000,76609110,111,"+","IQGAP2",21602,"NM_001285461",76609111,2189,0.649451513717336,0.0492902841294298,0.0158178876066022,0.649451513717336
"392","chr5",120464153,120464277,125,"+","PRR16",21952,"NM_016644",120464278,3516,-0.173394754270939,0.6496980125172,-0.0118554566513528,-0.173394754270939
"393","chr5",120464175,120464299,125,"+","PRR16",21953,"NM_001300783",120464300,3516,-0.173394754270939,0.6496980125172,-0.0118554566513528,-0.173394754270939
"394","chr5",120465506,120465630,125,"+","PRR16",21954,"NM_001308087",120465631,3519,-0.922040981197057,0.187772215485446,-0.00926360696170594,-0.922040981197057
"395","chr5",134524190,134524314,125,"+","JADE2",22078,"NM_001308143",134524315,4038,-0.18282791742339,0.754260272426963,-0.00733793044620923,-0.18282791742339
"396","chr5",134525545,134525669,125,"+","JADE2",22079,"NM_001289984",134525670,4041,-0.4446149464035,0.128447716320578,-0.0211928766484853,-0.4446149464035
"397","chr5",134526000,134526107,108,"+","JADE2",22081,"NM_015288",134526108,4042,-0.945879782863959,0.0978173873711288,-0.0279413339550153,-0.945879782863959
"398","chr5",138337432,138337499,68,"+","FAM53C",22125,"NM_001135647",138337557,4260,0.334464535937178,0.195623636570901,0.0149237344668265,0.334464535937178
"399","chr5",138338141,138338265,125,"+","FAM53C",22126,"NM_001350194",138338266,4262,0.266836587426193,0.256785549316683,0.0485322901869622,0.266836587426193
"400","chr5",139647174,139647298,125,"+","CXXC5",22188,"NM_001317201",139647299,4435,-0.050109833820536,0.812375636850701,-0.00189623454095079,-0.050109833820536
"401","chr5",139647779,139647903,125,"+","CXXC5",22189,"NM_001317202",139647904,8591,-0.67412349903336,0.900919495369357,-0.00129049319916619,-0.67412349903336
"402","chr5",139648224,139648348,125,"+","CXXC5",22190,"NM_001317199",139648349,4436,0.678851364098755,0.0395992257078502,0.0380454222957959,0.678851364098755
"403","chr5",139648826,139648950,125,"+","CXXC5",22192,"NM_001317200",139648951,4437,0.557726094856776,0.295928752292393,0.0207075067372682,0.557726094856776
"404","chr5",139650864,139650988,125,"+","CXXC5",22195,"NM_001317205",139650989,4441,0.186736786637965,1,0.00165596957551127,0.186736786637965
"405","chr5",139659500,139659554,55,"+","CXXC5",22196,"NM_001317206",139659555,4448,0.708843086316843,0.462569673999178,0.00412563453176965,0.708843086316843
"406","chr5",154682854,154682978,125,"+","LARP1",22469,"NM_001367713",154682979,5606,0.433362396548065,0.024608887273759,0.0850730198753901,0.433362396548065
"407","chr5",154755252,154755376,125,"+","LARP1",22476,"NM_001367718",154755377,5616,0.110437717506345,0.543549043093286,0.0425238725061473,0.110437717506345
"408","chr5",154757029,154757153,125,"+","LARP1",22478,"NM_001367719",154757154,5620,-0.588829043508759,0.371662878690905,-0.0201629791491593,-0.588829043508759
"409","chr5",157731295,157731419,125,"+","THG1L",22504,"NM_001317824",157731420,5745,-0.517834102472473,0.00977301411088842,-0.0516368004832806,-0.517834102472473
"410","chr5",157731674,157731798,125,"+","THG1L",22507,"NM_001317826",157731799,5746,-0.215354528830387,0.2446510063659,-0.0459787425399798,-0.215354528830387
"411","chr5",177133000,177133078,79,"+","NSD1",22715,"NM_172349",177133079,6710,0.00948311401499861,0.615238935938601,0.00129292500177117,0.00948311401499861
"412","chr5",177133648,177133772,125,"+","NSD1",22716,"NM_022455",177133773,6711,0.194366232838435,0.0382441782381491,0.0654546955771126,0.194366232838435
"413","chr5",177134104,177134228,125,"+","NSD1",22717,"NM_001365684",177134229,6712,-0.0433741950484096,0.940470035146841,-0.00444408209872985,-0.0433741950484096
"414","chr5",41843658,41843782,125,"-","OXCT1",23076,"NM_001364303",41843658,7193,-0.110190438590359,0.916660629917033,-0.00107214914138507,-0.110190438590359
"415","chr5",41870426,41870499,74,"-","OXCT1",23070,"NM_000436",41870426,1020,0.438903109775651,0.184336998084895,0.0312468050712254,0.438903109775651
"416","chr5",43018812,43018936,125,"-","ANXA2R-OT1",23083,"NR_034086",43018812,1072,0.0678987430293986,0.894811378088252,0.0010636865330679,0.0678987430293986
"417","chr5",43019644,43019768,125,"-","ANXA2R-OT1",23085,"NR_104650",43019644,1074,-0.219906894366953,0.925965849948267,-0.00949082942064967,-0.219906894366953
"418","chr5",43067440,43067499,60,"-","ANXA2R-OT1",23086,"NR_104651",43067440,1096,-0.439782116491272,0.168696335428024,-0.0211095004562375,-0.439782116491272
"419","chr5",43483866,43483990,125,"-","TMEM267",23104,"NM_001377394",43483866,1121,-0.295658070226141,0.187396049717857,-0.051996800595735,-0.295658070226141
"420","chr5",43484388,43484499,112,"-","TMEM267",23114,"NM_001377396",43484388,1122,-0.371639661113484,0.376556262028016,-0.0445113661065273,-0.371639661113484
"421","chr5",55233000,55233116,117,"-","CCNO",23148,"NR_125348",55232992,1314,1.56355401402863,0.00621712595439809,0.0261671144925607,1.56355401402863
"422","chr5",55233609,55233733,125,"-","CCNO",23149,"NM_021147",55233609,1315,0.754960744341541,0.498192179739061,0.00736841672207684,0.754960744341541
"423","chr5",55233718,55233842,125,"-","CCNO",23150,"NR_125346",55233718,1315,0.754960744341541,0.498192179739061,0.00736841672207684,0.754960744341541
"424","chr5",59039500,59039601,102,"-","PDE4D",23198,"NM_001197221",59039477,1566,0.299551126151827,0.0487813187436093,0.0328851044741036,0.299551126151827
"425","chr5",59893727,59893851,125,"-","PDE4D",23207,"NM_001104631",59893727,1578,-0.424813160309663,0.695681764156896,-0.00328817912203214,-0.424813160309663
"426","chr5",132777240,132777364,125,"-","SEPTIN8",23762,"NM_001098811",132777240,3926,0.840799156699726,0.00770504291134215,0.0354540673457561,0.840799156699726
"427","chr5",132777870,132777994,125,"-","SEPTIN8",23767,"NM_001098813",132777870,3927,1.2058601452111,0.224385404743167,0.00917111772469543,1.2058601452111
"428","chr5",134225555,134225679,125,"-","PPP2CA",23799,"NM_001355019",134225555,4010,-0.0337748256000225,0.891960041777169,-0.00376474596171972,-0.0337748256000225
"429","chr5",134226074,134226198,125,"-","PPP2CA",23798,"NM_002715",134226074,4011,0.2633670075339,0.067268271171161,0.093073912991545,0.2633670075339
"430","chr5",140691371,140691495,125,"-","HARS1",23925,"NM_002109",140691371,4640,-0.461208592014733,0.178781934239217,-0.0342647888520248,-0.461208592014733
"431","chr5",140691728,140691852,125,"-","HARS1",23919,"NM_001258040",140691728,4641,-0.235155373515324,0.833011099322502,-0.00518345588733265,-0.235155373515324
"432","chr5",143403284,143403408,125,"-","NR3C1",24004,"NM_001364182",143403284,4929,-0.0989380625572966,0.777352983298988,-0.0144623966801463,-0.0989380625572966
"433","chr5",143403687,143403811,125,"-","NR3C1",23988,"NM_000176",143403687,4930,-0.173564569995778,0.482550223475642,-0.0635981821800483,-0.173564569995778
"434","chr5",143404237,143404361,125,"-","NR3C1",23998,"NM_001364181",143404237,4931,0.132622601861102,0.882589402798575,0.0218391901635307,0.132622601861102
"435","chr5",143404500,143404607,108,"-","NR3C1",23999,"NM_001018076",143404483,4932,-0.389522391357624,0.017747533670765,-0.0667650610054711,-0.389522391357624
"436","chr5",143405356,143405480,125,"-","NR3C1",24002,"NM_001364180",143405356,4933,-0.0344288434875788,0.755299537351934,-0.00394169290665097,-0.0344288434875788
"437","chr5",143434810,143434934,125,"-","NR3C1",24003,"NM_001364183",143434810,4940,-0.361964894411765,0.40461029037523,-0.0239534893013977,-0.361964894411765
"438","chr5",143435513,143435637,125,"-","NR3C1",23985,"NM_001018074",143435513,4942,-0.501106504247729,0.295263372220034,-0.0132905513628014,-0.501106504247729
"439","chr5",149550366,149550490,125,"-","CSNK1A1",24056,"NM_001271742",149550366,5156,0.0262233189148426,0.970633752924793,0.00177514210970463,0.0262233189148426
"440","chr5",149551500,149551564,65,"-","CSNK1A1",24057,"NM_001025105",149551440,5159,0.216911575235523,0.0721925897982833,0.038073224978541,0.216911575235523
"441","chr5",159207649,159207773,125,"-","RNF145",24177,"NM_001199382",159207649,5811,0.432454683014178,0.704699933099305,0.00953446219345886,0.432454683014178
"442","chr5",159207827,159207951,125,"-","RNF145",24178,"NM_144726",159207827,5811,0.432454683014178,0.704699933099305,0.00953446219345886,0.432454683014178
"443","chr5",159208074,159208198,125,"-","RNF145",24179,"NM_001199381",159208074,5812,-0.449251590966453,0.0764986418157002,-0.0397580541841245,-0.449251590966453
"444","chr5",159209554,159209678,125,"-","RNF145",24180,"NM_001199383",159209554,5815,-0.0837409323019386,0.632286509633753,-0.0152629148565808,-0.0837409323019386
"445","chr5",159210054,159210178,125,"-","RNF145",24181,"NM_001199380",159210054,5816,-0.525603401908766,0.0530554598855879,-0.0203189044105121,-0.525603401908766
"446","chr5",177509827,177509951,125,"-","DOK3",24343,"NM_001308236",177509827,6848,-0.199372368803165,0.756604655860938,-0.0278646612531351,-0.199372368803165
"447","chr5",177510500,177510526,27,"-","DOK3",24348,"NM_001144875",177510402,6850,-0.300800748186443,0.0672927354763177,-0.0741603010556651,-0.300800748186443
"448","chr5",177511101,177511225,125,"-","DOK3",24356,"NM_001375799",177511101,6851,0.360070138274813,0.430443592374007,0.0143782376477672,0.360070138274813
"449","chr5",179623402,179623499,98,"-","HNRNPH1",24389,"NM_001364239",179623402,6982,-0.628379681640186,0.0161761141102677,-0.0342752468819847,-0.628379681640186
"450","chr5",179623672,179623796,125,"-","HNRNPH1",24391,"NM_001257293",179623672,6983,0.045507424663679,0.947488191924309,0.00860862987158784,0.045507424663679
"451","chr5",179624601,179624725,125,"-","HNRNPH1",24412,"NM_001364227",179624601,6985,-0.298957904431066,0.27502316794817,-0.020088512188882,-0.298957904431066
"452","chr6",15245944,15245999,56,"+","JARID2",24678,"NM_004973",15246069,1296,-0.0805835632381806,0.686731288222173,-0.0141431398881316,-0.0805835632381806
"453","chr6",15248730,15248854,125,"+","JARID2",24679,"NM_001267040",15248855,1302,0.193673795751412,0.192763319993218,0.0564025760747014,0.193673795751412
"454","chr6",20401754,20401878,125,"+","E2F3",24701,"NM_001949",20401879,1659,-0.0864511316704723,0.770505355122704,-0.0404316742089339,-0.0864511316704723
"455","chr6",20403554,20403678,125,"+","E2F3",24702,"NM_001243076",20403679,1663,0.138410658568124,0.110448775809024,0.0355547148855286,0.138410658568124
"456","chr6",31546726,31546850,125,"+","NFKBIL1",24982,"NM_001144962",31546851,2683,-0.304207957984718,0.114550952471889,-0.0246682507112137,-0.304207957984718
"457","chr6",31547483,31547499,17,"+","NFKBIL1",24984,"NM_001144961",31547608,2684,-0.213394058541031,0.43654101019117,-0.00680556510408002,-0.213394058541031
"458","chr6",36676338,36676462,125,"+","CDKN1A",25183,"NM_001220777",36676463,3589,0.182289488360867,0.770214829460401,0.00254390547063795,0.182289488360867
"459","chr6",36678589,36678713,125,"+","CDKN1A",25188,"NR_164655",36678714,3591,0.49078388355524,1.43866832394116e-06,0.134857886529348,0.49078388355524
"460","chr6",43171144,43171268,125,"+","SRF",25313,"NM_003131",43171269,4199,0.21042543025586,0.0459603086689016,0.0882128827187761,0.21042543025586
"461","chr6",43172271,43172395,125,"+","SRF",25314,"NM_001292001",43172396,4201,-0.801032510697268,0.237039989529243,-0.0273534729306823,-0.801032510697268
"462","chr6",44126789,44126913,125,"+","TMEM63B",25376,"NM_001318792",44126914,4364,0.48692448223306,0.228513502966739,0.025999870449422,0.48692448223306
"463","chr6",44127500,44127553,54,"+","TMEM63B",25377,"NM_018426",44127554,4366,0.48889977742382,0.072837157041789,0.0299748621586832,0.48889977742382
"464","chr6",44246041,44246165,125,"+","HSP90AB1",25387,"NM_001271970",44246166,4393,0.0278942340373735,1,0.0018502453096871,0.0278942340373735
"465","chr6",44246833,44246957,125,"+","HSP90AB1",25388,"NM_001271969",44246958,4394,-0.284246748082693,0.743691348772961,-0.0141482454273501,-0.284246748082693
"466","chr6",44246976,44246999,24,"+","HSP90AB1",25391,"NM_007355",44247101,4394,-0.284246748082693,0.743691348772961,-0.0141482454273501,-0.284246748082693
"467","chr6",44247818,44247942,125,"+","HSP90AB1",25392,"NM_001371238",44247943,4396,0.41776319952938,0.0876050949366922,0.0389286998194164,0.41776319952938
"468","chr6",108559700,108559824,125,"+","FOXO3",25775,"NM_201559",108559825,5770,0.016946261614484,0.875255066831109,0.00666023140469285,0.016946261614484
"469","chr6",108560792,108560916,125,"+","FOXO3",25776,"NM_001455",108560917,5772,0.307698088624299,0.0627970050382125,0.08108952164438,0.307698088624299
"470","chr6",116254046,116254170,125,"+","DSE",25836,"NR_136520",116254171,6236,-0.190815795980727,0.321988374606927,-0.0299347082155928,-0.190815795980727
"471","chr6",116279961,116279999,39,"+","DSE",25843,"NR_136521",116280086,6241,-0.0233055750506417,0.83924945252972,-0.00371404764443845,-0.0233055750506417
"472","chr6",116369694,116369818,125,"+","DSE",25848,"NM_001322939",116369819,6250,0.194163234046762,0.878952168364926,0.00152176120890676,0.194163234046762
"473","chr6",116370822,116370946,125,"+","DSE",25849,"NM_001322941",116370947,6252,0.424393561039916,0.0684847199506539,0.0418204302133866,0.424393561039916
"474","chr6",125780990,125780999,10,"+","NCOA7",25928,"NM_001199619",125781115,6502,-0.453267521299851,0.38999674783503,-0.0124771994012565,-0.453267521299851
"475","chr6",125790835,125790959,125,"+","NCOA7",25930,"NM_001122842",125790960,6506,-0.426864133309716,0.0836742486678592,-0.0526107323079708,-0.426864133309716
"476","chr6",125919130,125919254,125,"+","NCOA7",25933,"NM_001199622",125919255,6522,0.394414845291968,0.226372964139759,0.0214995311638543,0.394414845291968
"477","chr6",143060338,143060462,125,"+","AIG1",26093,"NM_001366362",143060463,7355,0.226991011738353,0.460020853351051,0.0283656898455303,0.226991011738353
"478","chr6",143060717,143060841,125,"+","AIG1",26099,"NM_001286589",143060842,7356,0.286874844954935,0.0467042311098655,0.0580870899658663,0.286874844954935
"479","chr6",143060764,143060888,125,"+","AIG1",26100,"NM_001366363",143060889,7356,0.286874844954935,0.0467042311098655,0.0580870899658663,0.286874844954935
"480","chr6",158650000,158650013,14,"+","SYTL3",26298,"NM_001009991",158650014,8251,-0.202250959157765,0.832994892232697,-0.00857978930422626,-0.202250959157765
"481","chr6",158663278,158663402,125,"+","SYTL3",26302,"NM_001318745",158663403,8260,-1.33023463119665,0.171161485569895,-0.0109469278417496,-1.33023463119665
"482","chr6",159789687,159789811,125,"+","MRPL18",26321,"NR_134864",159789812,8417,-0.173351419781797,0.432728917466093,-0.0588759684044881,-0.173351419781797
"483","chr6",159789742,159789866,125,"+","MRPL18",26322,"NR_134860",159789867,8417,-0.173351419781797,0.432728917466093,-0.0588759684044881,-0.173351419781797
"484","chr6",159790321,159790445,125,"+","MRPL18",26327,"NM_001318817",159790446,8418,-0.58104255731802,0.00162744440624116,-0.0857823912535419,-0.58104255731802
"485","chr6",159790342,159790466,125,"+","MRPL18",26328,"NM_014161",159790467,8418,-0.58104255731802,0.00162744440624116,-0.0857823912535419,-0.58104255731802
"486","chr6",159790392,159790499,108,"+","MRPL18",26329,"NR_134861",159790517,8418,-0.58104255731802,0.00162744440624116,-0.0857823912535419,-0.58104255731802
"487","chr6",162727007,162727131,125,"+","PACRG",26350,"NM_001080378",162727132,8541,-0.557195692630719,0.132331409338276,-0.00627898820808877,-0.557195692630719
"488","chr6",162727845,162727969,125,"+","PACRG",26352,"NM_001080379",162727970,8542,-0.147462529323558,0.744620135506761,-0.0343383153043232,-0.147462529323558
"489","chr6",170290578,170290702,125,"+","FAM120B",26400,"NM_001286379",170290703,8814,-0.0126022977470573,0.987442049795774,-0.000498533269170806,-0.0126022977470573
"490","chr6",170295196,170295320,125,"+","FAM120B",26401,"NM_001286380",170295321,8819,-0.90306342437044,0.152426182411699,-0.00914271749910697,-0.90306342437044
"491","chr6",170306597,170306721,125,"+","FAM120B",26402,"NM_001286381",170306722,8823,-0.0410219338134706,0.821717255382494,-0.0145133386732498,-0.0410219338134706
"492","chr6",170306633,170306757,125,"+","FAM120B",26403,"NM_032448",170306758,8823,-0.0410219338134706,0.821717255382494,-0.0145133386732498,-0.0410219338134706
"493","chr6",30686646,30686770,125,"-","PPP1R18",26770,"NM_133471",30686646,2508,0.342754658949589,0.218117872141661,0.034505429414876,0.342754658949589
"494","chr6",30687208,30687332,125,"-","PPP1R18",26771,"NM_001134870",30687208,2509,0.342871428367888,0.0129816074607767,0.0528114421970281,0.342871428367888
"495","chr6",30690730,30690854,125,"-","NRM",26772,"NR_073072",30690730,2511,0.321604736531943,0.190746135548809,0.0130282182177208,0.321604736531943
"496","chr6",30690985,30690999,15,"-","NRM",26773,"NM_001270707",30690985,2511,0.321604736531943,0.190746135548809,0.0130282182177208,0.321604736531943
"497","chr6",30691421,30691499,79,"-","NRM",26780,"NM_007243",30691421,2512,0.276536831124191,0.447467730889108,0.0181058610396957,0.276536831124191
"498","chr6",36986197,36986321,125,"-","MTCH1",27083,"NM_001271641",36986197,3668,-0.193652980165171,0.214886597417794,-0.045400729585047,-0.193652980165171
