"","seqnames","idx","start","end","Log2FC","FDR","MeanDiff"
"39501","chr11",6255,79442000,79442499,-1.76811372655303,0.000543472830984293,-0.024475187585447
"48898","chr12",4477,69062500,69062999,-1.72906554231688,0.000547880736398348,-0.0355446507818964
"21055","chr10",289,5976000,5976499,0.659863873471312,0.000549411470989145,0.0529471794957863
"67324","chr15",1548,55942500,55942999,-0.775008112840287,0.000551597236005778,-0.0484671973459666
"137923","chr22",2846,43094000,43094499,0.664544694444359,0.000551597236005778,0.0457184594940272
"20184","chr1",14781,244254500,244254999,-0.506766052965705,0.000553156433864953,-0.0890011752987783
"31808","chr11",642,2933000,2933499,0.398974898512954,0.000556353537431826,0.101628703636159
"98339","chr19",1001,3155000,3155499,1.10744841849567,0.000559476365263679,0.0264817511487514
"199804","chr8",5175,133482000,133482499,-0.960389928848365,0.000559476365263679,-0.0660305795063179
"139544","chr3",334,10192000,10192499,0.966775578792433,0.000561962627739904,0.037196496091463
"56686","chr13",1920,74133500,74133999,-1.14640818906168,0.00056464186770944,-0.0215898791739443
"8336","chr1",6202,70356000,70356499,-1.0256984205857,0.000565567060403188,-0.0475192370963738
"94362","chr18",876,22324500,22324999,-0.681528448146039,0.000567059438461081,-0.0642384240157548
"120719","chr2",8339,181458000,181458499,-0.888541016931262,0.000567807574378085,-0.0495108442089387
"11498","chr1",8458,149939000,149939499,0.648627356347108,0.000567907671194402,0.0670035429908304
"63602","chr14",3844,93974500,93974999,1.33931751191855,0.000571090186458107,0.0391987054265761
"10362","chr1",7632,111505500,111505999,0.779524239495486,0.000574213668465007,0.0288208895784158
"177909","chr6",5913,109457000,109457499,-1.27497021922847,0.000578047212192193,-0.0358946843453052
"70416","chr15",3778,81297000,81297499,-1.30779355895388,0.000580657291686996,-0.023022289872835
"91450","chr17",8155,78155000,78155499,0.421141096367538,0.000583660135788111,0.0693830480667243
"17482","chr1",12819,207867000,207867499,-0.830497642799378,0.000586309743610864,-0.0416876158571377
"196160","chr8",2686,64598500,64598999,-1.21242786882391,0.000586309743610864,-0.031444668540576
"150577","chr3",8211,188154000,188154499,0.337777385984753,0.000587553947467135,0.0886628644292364
"186821","chr7",3335,73636500,73636999,1.23841851739767,0.000587850018019098,0.0361663179169816
"94341","chr18",859,22282000,22282499,-1.26567223926719,0.000595735489469978,-0.026082527217216
"166090","chr5",4454,139664000,139664499,0.371720599178306,0.000601170016666525,0.0980470352299583
"54411","chr13",340,27267500,27267999,-1.06067054427375,0.000604334994804123,-0.041930489394344
"112733","chr2",2725,47073500,47073999,-0.920916646946999,0.000604334994804123,-0.0655317058887379
"27467","chr10",4885,96727000,96727499,1.06284795117928,0.000605944042334745,0.0259609582104303
"83186","chr17",1961,17152000,17152499,1.70056491205337,0.000608248311523797,0.0312586920688409
"50222","chr12",5340,98409000,98409499,-0.701227239490156,0.000615445523518536,-0.0551219277531114
"129254","chr20",3092,47421000,47421499,-1.06620544446154,0.000615445523518536,-0.0315019662909562
"38290","chr11",5372,72570000,72570499,1.68262816533386,0.000616282755746949,0.0275134759522235
"202322","chr9",820,33690500,33690999,-0.833897866016497,0.000619965123191253,-0.0570853327690141
"192277","chr7",9463,158397500,158397999,-1.55677775286644,0.000620276575295789,-0.0230945314361411
"48758","chr12",4388,68365500,68365999,-0.495640605574268,0.00062200175515557,-0.0728851277341467
"21745","chr10",767,13631500,13631999,-0.975399480568574,0.000623148394563312,-0.0567226880721668
"39606","chr11",6322,85281500,85281999,-1.14739658145018,0.000625289259165757,-0.0216634175729232
"149709","chr3",7564,179609500,179609999,-0.881967612797496,0.000626997923394667,-0.0402844487359486
"124976","chr2",11291,241843000,241843499,0.48121979440426,0.000627289660672925,0.0574674071743755
"37551","chr11",4815,67288000,67288499,-0.3365720226826,0.00062951162023959,-0.147161743048536
"126111","chr20",818,5675500,5675999,-0.524389970273764,0.000630321662776295,-0.0871259406955678
"188852","chr7",4788,102426500,102426999,0.56874427625913,0.000637773404109538,0.0696544968125409
"102626","chr19",4267,18279000,18279499,-0.932744622485071,0.00063994906936019,-0.0545909661362685
"130912","chr20",4264,62711000,62711499,0.869031704737225,0.000645389614420993,0.0429276511670257
"86773","chr17",4700,44689500,44689999,0.414736917911859,0.000646450556552212,0.0713221391381558
"111018","chr2",1522,28625000,28625499,-0.64465520667435,0.00064980865247226,-0.0908481404336975
"49107","chr12",4620,75969500,75969999,0.811485819680339,0.000655753414377156,0.0329330716596014
"17895","chr1",13127,212633000,212633499,-0.437129530771626,0.000656433049230651,-0.0798683739734609
"86845","chr17",4758,45124000,45124499,0.80984637581162,0.000656433049230651,0.0589040445096612
"182170","chr7",42,210000,210499,0.836030911815345,0.000656433049230651,0.0309945432063983
"195328","chr8",2173,47627500,47627999,-0.390157982561783,0.000658503522603087,-0.122752899165644
"172289","chr6",1712,21938500,21938999,-0.923345149944532,0.000662887410945797,-0.0427457755399548
"7418","chr1",5548,54227000,54227499,1.2097438697832,0.000663330157124493,0.0315370234443265
"70056","chr15",3520,78082500,78082999,1.12901660037067,0.000663330157124493,0.0366296406501401
"119956","chr2",7816,171523500,171523999,-0.767219566887258,0.000666641040894876,-0.0578535302606091
"207646","chr9",4737,127838500,127838999,1.29369881866804,0.00066866607940829,0.0365122444189093
"126420","chr20",1026,12053500,12053999,-1.20868241941256,0.000670085807167778,-0.0388513197677678
"171217","chr6",9022,12424000,12424499,-1.09525097045389,0.000670085807167778,-0.0317866006002375
"136470","chr22",1768,37199500,37199999,0.516358033132468,0.000676189529552932,0.0661269586566669
"154797","chr4",2231,66964500,66964999,-1.16180970541208,0.000678758700282893,-0.0451962647996246
"158066","chr4",4482,146105500,146105999,-0.705735238722958,0.000681153644547152,-0.0700935270762943
"62172","chr14",2832,76832500,76832999,1.06327761259472,0.000681748154943429,0.0497082265411577
"106774","chr19",7420,48493000,48493499,0.19590959252408,0.000681748154943429,0.0907320318382292
"149030","chr3",7089,160801500,160801999,-0.550837065712522,0.000681748154943429,-0.087735610168804
"151471","chr3",8849,197029500,197029999,0.545134574946896,0.000681748154943429,0.0523775581096271
"198313","chr8",4166,115975500,115975999,-0.993909471099815,0.000681748154943429,-0.0400445585617887
"180414","chr6",7637,148509500,148509999,-0.651732262333947,0.000682343981459279,-0.0396919431230356
"30623","chr10",7117,132571000,132571499,0.539248053364892,0.000687712696308844,0.0762487286830993
"105732","chr19",6615,44911000,44911499,0.927887208117506,0.000687712696308844,0.0336273283972864
"207499","chr9",4629,127519000,127519499,0.688392562744058,0.000687712696308844,0.0381935418044032
"142970","chr3",2788,50170500,50170999,1.08210688467093,0.000689449808755348,0.0410673587183745
"135699","chr22",1203,30266000,30266499,0.532523358160644,0.000690030165392938,0.0886168391453743
"133796","chr21",1650,44908000,44908499,0.972150320286688,0.00069642775031062,0.0597204933178064
"28262","chr10",5487,102453000,102453499,0.474989535997994,0.000699443124975195,0.0742056560833584
"61493","chr14",2325,72519000,72519499,-1.41497938691921,0.000701640466450764,-0.0424943096886497
"6853","chr1",5126,45802500,45802999,0.729955629682489,0.000703701432055574,0.0524015631433423
"123331","chr2",10161,227370500,227370999,0.634093483628927,0.000703701432055574,0.0688272387472346
"56044","chr13",3520,48667500,48667999,-1.98619953827359,0.000710859766953865,-0.0196097049681747
"66739","chr15",1124,47460500,47460999,-2.00755795352801,0.000710876580594462,-0.0263063263713057
"52489","chr12",7000,121214500,121214999,0.760121367900307,0.000715216513074107,0.0547202618055053
"19709","chr1",14468,235048000,235048499,0.941503762563317,0.000716955540952417,0.0293515766808251
"110632","chr2",1232,26499500,26499999,3.58275645798835,0.000719009527399464,0.016262139849503
"129498","chr20",6381,48877000,48877499,-2.98183461411093,0.000719009527399464,-0.0230190254853638
"55973","chr13",1429,48492000,48492499,-0.568623261396405,0.000719548029743519,-0.0632678840260015
"212823","chrX",1856,65998000,65998499,0.815805756008542,0.000729084621741451,0.0723372395058206
"159003","chr4",5107,169171000,169171499,-1.30483306615673,0.000729255160667115,-0.0343063998462976
"78776","chr16",4886,81600500,81600999,-1.94070430618686,0.000732399373529087,-0.0288558384512915
"107461","chr19",7964,50387500,50387999,0.52222281969073,0.000738167024076363,0.080631342107886
"105185","chr19",6208,42121000,42121499,-0.844831564141573,0.000740494721621132,-0.0561327894521499
"150474","chr3",8136,187137000,187137499,2.56361286666935,0.000740494721621132,0.0209190676529097
"174923","chr6",3734,37221000,37221499,1.76275748423652,0.000740494721621132,0.0268718609628047
"198444","chr8",4246,118195500,118195999,1.30780706928021,0.000741537451112039,0.0217306986465272
"124115","chr2",12127,234607000,234607499,-1.41738620243869,0.000741604673614703,-0.0220055507263767
"46804","chr12",2984,52006500,52006999,0.372071739807097,0.000741654109338449,0.0714592127771312
"139316","chr3",9754,5560000,5560499,-1.96326606138901,0.000742016417173254,-0.0191915383438824
"196638","chr8",3021,76545500,76545999,-0.952926243080698,0.000743177494805305,-0.0361632802793767
"135691","chr22",1196,30256000,30256499,0.569597524841498,0.000748821043166299,0.0521682052620946
"213624","chrX",2405,107674500,107674999,-0.509058422895955,0.000748821043166299,-0.0684176639529861
"166921","chr5",8681,147822000,147822499,-2.79355760893707,0.000751039648906224,-0.0177156746270558
"30717","chr10",7177,133174000,133174499,-0.577132497464238,0.000752022246864398,-0.0683543193050947
"181956","chr6",8730,167153500,167153999,0.977077445144078,0.000760441066200706,0.0375085623306164
"150077","chr3",7857,184579500,184579999,0.829983582048593,0.000766242480156027,0.0633153987654514
"27421","chr10",4851,96645000,96645499,0.569605050520422,0.000766657567967383,0.0560925729241305
"111387","chr2",1765,33484500,33484999,1.87248238958431,0.000771641581433739,0.0243494761471315
"214329","chrX",2896,129957500,129957999,-0.821972238870039,0.000772489567835111,-0.0444036365538588
"56584","chr13",1860,59995000,59995499,-1.45638527767566,0.000773054109108863,-0.0298298466012351
"55459","chr13",1086,42996500,42996999,2.22485353950846,0.000774482318506895,0.0220905190008372
"73762","chr16",6546,9344500,9344999,-1.80926082991497,0.000774482318506895,-0.0154201597504293
"11149","chr1",8203,121511500,121511999,0.731906285758316,0.000777739571282011,0.0560108219908994
"89907","chr17",9939,72614000,72614499,-1.82768517493157,0.000778657720785566,-0.0271947399906487
"31804","chr11",638,2930500,2930999,0.9734435530221,0.000778752910423703,0.0466909082448536
"2925","chr1",2151,22031500,22031999,-0.997227190623964,0.000783070029683385,-0.0430972100920983
"46945","chr12",3086,52192000,52192499,0.806967322441472,0.000783070029683385,0.0456763092913674
"78950","chr16",5011,84014000,84014499,0.773351390394775,0.000783070029683385,0.0364155145501358
"2837","chr1",2083,21317500,21317999,0.890595229385246,0.000793044267287124,0.0306326392183563
"17251","chr1",12649,206834500,206834999,0.642321959792034,0.000793044267287124,0.0541759101415825
"139541","chr3",331,10173500,10173999,0.723305510046288,0.000795764743044259,0.0381257790842757
"45292","chr12",1879,29574500,29574999,-0.521044405481597,0.000802565695370713,-0.0715649734874351
"199284","chr8",4816,128167500,128167999,0.910486361431231,0.000802565695370713,0.0421781919843747
"164064","chr5",2979,96934500,96934999,-0.503798837294936,0.000810165622857009,-0.0980873122918238
"95959","chr18",2003,61738500,61738999,0.814591743346409,0.000814273719404295,0.0412372633260305
"168920","chr5",6480,173332000,173332499,0.847696403899787,0.000814273719404295,0.0559131745807468
"145302","chr3",4425,102619500,102619999,-1.57950241557262,0.000822176575856763,-0.0302126576624227
"130844","chr20",4207,62502000,62502499,0.666323412436013,0.000822188564863749,0.0231561669212344
"75899","chr16",2739,30660500,30660999,0.955952998019796,0.00082637659383854,0.0307453285778666
"71781","chr15",4738,98548000,98548499,0.968414827524561,0.000826442855515089,0.0479104441528154
"108777","chr19",8992,56839500,56839999,0.627459691147428,0.000826442855515089,0.0671414123726365
"179238","chr6",9349,134734000,134734499,-1.40401787060791,0.000841209615268706,-0.0285636939558512
"171882","chr6",1429,16238000,16238499,0.61328450889409,0.000843700350836432,0.0274792123981988
"56579","chr13",1857,59666500,59666999,-1.33161322539297,0.000846755676030979,-0.0401155687057702
"182485","chr7",251,1571000,1571499,-0.980347652028071,0.000846938163656767,-0.0627860572443164
"52704","chr12",7162,121803000,121803499,-0.420405032621673,0.000856468684634828,-0.079571026784668
"175170","chr6",3907,41200000,41200499,-0.774237141780891,0.000858398733943943,-0.0318717099564891
"64165","chr14",4202,100549500,100549999,-1.2573915232118,0.000869051948905175,-0.0300166282570989
"127695","chr20",1930,34247500,34247999,0.865281170301777,0.000872385314545646,0.0512268037465751
"124696","chr2",11106,239978500,239978999,1.12317683234883,0.000877396336631416,0.0293121248432001
"210826","chrX",469,15751500,15751999,-1.12851329854882,0.000884798330010436,-0.0277924402374111
"17843","chr1",13085,212491500,212491999,1.1616162223101,0.000888165473061261,0.0335709953110685
"18492","chr1",13590,224565000,224565499,0.912326351639411,0.000888830015887705,0.0365465439281757
"206673","chr9",4015,120446000,120446499,-0.815333096520626,0.000890329735484567,-0.0568921371889732
"79705","chr16",5539,87854000,87854499,1.14433876610631,0.000895127498676248,0.0225042391041568
"115995","chr2",5050,98464000,98464499,-0.691485725451882,0.000895648264702501,-0.0852488181234478
"103054","chr19",4591,19385000,19385499,0.400507330867191,0.000899016483899755,0.078454580509512
"66333","chr15",797,42057500,42057999,1.09453849354193,0.000904866983899291,0.040135821149687
"135376","chr22",967,27554500,27554999,-1.52127952982687,0.00090967860981847,-0.0371020042385534
"78899","chr16",4972,83744500,83744999,-0.223982841763004,0.000915159593491718,-0.146148509230592
"61043","chr14",2036,68757500,68757999,0.676390195171763,0.000916425001263902,0.0866524226251017
"42181","chr11",8182,126063000,126063499,1.13654968585589,0.000918072072934306,0.0390133855790126
"25841","chr10",3706,75428500,75428999,1.61597092623123,0.000919477443119408,0.0317288555907019
"194032","chr8",1237,27404000,27404499,0.926392512776997,0.000921218700794596,0.0362531362826405
"68721","chr15",2545,68232500,68232999,-1.14260088206071,0.000926082584500205,-0.0309607982034242
"19548","chr1",14338,234611000,234611499,0.479383597518037,0.000926139793863939,0.0626245676723044
"50157","chr12",5302,96242000,96242499,-0.494804190098747,0.000926139793863939,-0.0488353499365186
"75583","chr16",2503,29736500,29736999,0.916616904412895,0.000926139793863939,0.0253686204329415
"123188","chr2",10062,224910000,224910499,-0.650558820170311,0.000926139793863939,-0.0715184976965295
"134729","chr22",493,21950500,21950999,-0.772451274727523,0.000926139793863939,-0.0585352571588848
"159509","chr4",5444,184617000,184617499,-0.938727123765681,0.000926139793863939,-0.0512042324430389
"181661","chr6",8534,162182000,162182499,-0.925260453392731,0.000926153659188013,-0.0334509082882344
"129499","chr20",6382,48877500,48877999,-2.29219337436736,0.000933470760887495,-0.0207568760371986
"37847","chr11",5030,68146000,68146499,0.548119505533095,0.000936573771825223,0.0664651966576159
"173099","chr6",2347,29941000,29941499,0.880762795697505,0.000939273417618859,0.0483817490514631
"13203","chr1",9754,156892000,156892499,0.783701043839321,0.000948068387894331,0.0582002550576162
"142030","chr3",2068,45167500,45167999,0.62951357355886,0.000948068387894331,0.0619130805303948
"44336","chr12",1212,12009000,12009499,0.839861705159679,0.000949164143855368,0.0405240431054268
"114378","chr2",12999,70085500,70085999,-3.01026233252282,0.000954111836366707,-0.0143972746899347
"175931","chr6",4504,45677500,45677999,0.812611633185427,0.000956392177839885,0.0405340548849689
"32352","chr11",1048,8705000,8705499,-0.71695242146897,0.000958925585035181,-0.0740163327968038
"32735","chr11",1324,10903000,10903499,-1.22686893029649,0.000958925585035181,-0.0325744949252363
"150010","chr3",7801,184322500,184322999,0.712084599979538,0.000958925585035181,0.0376677181235081
"17039","chr1",12493,206066500,206066999,0.964289591822124,0.000962105434907662,0.0420210097120771
"56027","chr13",1464,48636000,48636499,-1.60435024138642,0.000962105434907662,-0.0254046704687473
"56379","chr13",1708,51154000,51154499,1.00270448771822,0.000962105434907662,0.0471996713021566
"167593","chr5",5530,151597500,151597999,-0.906965738181975,0.000962367348961305,-0.0376484950890475
"78981","chr16",5038,84199500,84199999,0.632488968433075,0.000962609201337056,0.0547851336923683
"20042","chr1",14687,241964500,241964999,-0.73915360232756,0.000964020374533157,-0.0783954009979278
"56690","chr13",1924,74135500,74135999,-0.898983150616519,0.000964020374533157,-0.0426234182857432
"129189","chr20",3044,46631000,46631499,0.624592850404991,0.000964020374533157,0.0288501680939588
"10518","chr1",7749,112956000,112956499,0.457322371446082,0.000969593333381322,0.0589272789670309
"171883","chr6",1430,16238500,16238999,0.444315107569543,0.000978067540873595,0.0438199460704807
"90675","chr17",7584,75429000,75429499,1.23134755102074,0.000986162661142966,0.0268056315778342
"110934","chr2",1465,28406500,28406999,0.396547146767049,0.000986162661142966,0.094765830394646
"111345","chr2",1733,32384500,32384999,-1.04593541787558,0.000987272008938603,-0.0481644196136574
"94997","chr18",1307,44507500,44507999,-0.809263518725534,0.000988986679357651,-0.0636810805396595
"199748","chr8",5133,133218000,133218499,0.902566282951258,0.000989040941237036,0.0329594829064947
"4110","chr1",3028,27525500,27525999,-0.441607350182035,0.000992792878250304,-0.101153460815812
"169237","chr5",6685,176994500,176994999,0.49559430463675,0.000999547064652025,0.0596655598409093
"37797","chr11",4991,68014500,68014999,1.19511583323437,0.001015055636254,0.0458535400144841
"181145","chr6",8164,157768000,157768499,-0.981115186314834,0.001015055636254,-0.0353592895773753
"57360","chr13",2362,98509500,98509999,-0.409478009789057,0.00101568244082592,-0.105639806973352
"95354","chr18",1562,48834500,48834999,0.678907676882598,0.00101568244082592,0.0610248369202124
"179402","chr6",6950,136771500,136771999,-1.59450666918584,0.00101568244082592,-0.0205454738097307
"94223","chr18",783,13569000,13569499,-0.558315160364321,0.00101604082249559,-0.103517374597468
"127146","chr20",1538,25313500,25313999,1.59961614944993,0.00102200868165205,0.0253565052157811
"72053","chr15",4942,101199500,101199999,1.09257696076216,0.00102696566453342,0.0325319777581545
"186430","chr7",3038,55552500,55552999,1.41137452772407,0.00102696566453342,0.0286229579359716
"191801","chr7",8980,151397500,151397999,-2.52128487837502,0.00102696566453342,-0.0184356701539604
"51312","chr12",6130,110253000,110253499,0.62504346987673,0.00102798863021976,0.0559408581697005
"164662","chr5",3403,115551500,115551999,-0.456966933355378,0.00102798863021976,-0.111087810702863
"192602","chr8",187,8324000,8324499,-1.12864485407535,0.00103167281877984,-0.0422638611093819
"28707","chr10",5803,104601000,104601499,-1.04114627004652,0.00103266161934424,-0.0297906265337521
"57493","chr13",2452,99312500,99312999,0.507046275349432,0.00103548974122372,0.0769983636268088
"53349","chr12",7621,124669000,124669499,1.1859742236249,0.00103689166868762,0.0486107717811174
"67128","chr15",1413,52106000,52106499,2.16909101217445,0.00103831395763975,0.0167965775658287
"114277","chr2",12989,69731500,69731999,-2.25551674104517,0.0010405496398602,-0.0222846269371365
"117866","chr2",6405,127898500,127898999,-1.0965000464643,0.0010476036439622,-0.0395426618646365
"161796","chr5",7735,56700500,56700999,-1.84361772894181,0.00105116620131202,-0.0167887910796631
"98734","chr19",1280,4328000,4328499,0.595138669005615,0.00105278783159639,0.0519170360605734
"215519","chrY",94,7529500,7529999,-1.91461610172615,0.00106381059482322,-0.0218070682673731
"86636","chr17",11445,44113000,44113499,-3.57910045684547,0.00106511843124188,-0.01610214054343
"248","chr1",185,1433500,1433999,2.22500180368651,0.00107142632712441,0.0180377153107317
"105140","chr19",6185,41967000,41967499,1.19156939766724,0.00107700177445827,0.0375097533250375
"165746","chr5",4191,136034500,136034999,-1.61793536470784,0.00107700177445827,-0.0320111188224649
"64922","chr14",4739,105065500,105065999,0.318573011943021,0.00108334260772428,0.0455734728184584
"55212","chr13",3431,40596500,40596999,-2.79328715508936,0.00108339483969854,-0.0203341900333954
"128336","chr20",2406,38165000,38165499,0.448977030796055,0.00108339483969854,0.0902800092139734
"47609","chr12",3575,55847000,55847499,1.47178880410054,0.00108692932227763,0.0405435941776847
"25201","chr10",3237,71725500,71725999,-1.16692178952488,0.00109151240810001,-0.0483596515163619
"63663","chr14",5021,94346500,94346999,2.36530764094248,0.00109366753120664,0.0190832882368985
"203416","chr9",7346,73205000,73205499,-2.44894072700364,0.00109367847173313,-0.0171969676672788
"119199","chr2",7284,157415500,157415999,-0.865344251291673,0.00109626439316864,-0.0576237019462425
"144753","chr3",4036,72625500,72625999,0.811844869480323,0.00109905175337197,0.0597590759298326
"150415","chr3",8098,186930000,186930499,-0.846701121351689,0.00109905175337197,-0.0470944324821126
"201148","chr8",6120,144767500,144767999,0.7009847979507,0.00110242114851559,0.0421410513412301
"46737","chr12",10071,51849000,51849499,-2.0848432791955,0.00110623327344738,-0.0166267568975939
"80611","chr17",48,611000,611499,-0.433681507138088,0.00111191079496975,-0.0975793950437549
"126976","chr20",1404,23141000,23141499,1.42738933716917,0.00111191079496975,0.0266586616967616
"135714","chr22",1213,30279500,30279999,0.844620661280839,0.00111191079496975,0.0546075834172513
"215224","chrX",3516,154040500,154040999,1.12520184076852,0.00111812547342026,0.0315792098268458
"16140","chr1",11826,198971000,198971499,-0.987046024695011,0.00111877644190346,-0.0486254692656443
"46424","chr12",2709,49754000,49754499,1.18264148246352,0.00111877644190346,0.0186569557771906
"86106","chr17",4157,41786000,41786499,0.724971047276676,0.0011266589223771,0.068583362002493
"46924","chr12",3072,52147500,52147999,0.836738808557133,0.00112731171672013,0.0342355247405637
"84863","chr17",3199,32111500,32111999,1.71131334725009,0.00113105137720877,0.0261556027038457
"195488","chr8",2281,54269000,54269499,0.856845092389334,0.0011361598072294,0.0489674910141463
"132801","chr21",971,37815500,37815999,-0.804636029901701,0.00114036480017477,-0.0346839419350314
"176774","chr6",5106,81772500,81772999,1.14491055326071,0.00114401673489078,0.0367102778192048
"19058","chr1",13997,229186500,229186999,1.46457437886114,0.00114919536221462,0.0269315933333507
"99087","chr19",1551,6066500,6066999,-0.709891318503064,0.00114919536221462,-0.0518217519076944
"200341","chr8",5549,141391000,141391499,-1.82785591885939,0.00116891216092071,-0.020316815335606
"25437","chr10",3414,72296000,72296499,0.738727215599543,0.00117401181895434,0.0435753960741917
"52695","chr12",7154,121797000,121797499,-0.663609368445616,0.00118042267128592,-0.101703529670358
"108682","chr19",8927,55678000,55678499,-0.331995580818508,0.0011822441916578,-0.143680707457976
"194753","chr8",1743,37910000,37910499,-1.0374461076473,0.0011822441916578,-0.0378729418107174
"145370","chr3",4463,105959500,105959999,-1.02505511585165,0.00118553231266279,-0.0342160932795981
"126854","chr20",1320,21100500,21100999,-0.642328403111464,0.00119064797005491,-0.0495716912002364
"84573","chr17",2975,30352000,30352499,0.787445734285385,0.0011927514852281,0.0345769830266426
"44186","chr12",1095,10540500,10540999,-1.60443348286015,0.00119387173034326,-0.0306220828053933
"207298","chr9",4478,125649500,125649999,0.594252706459889,0.00119599643457816,0.0516318248395808
"116884","chr2",5676,110728500,110728999,-1.72770648344604,0.0011994509412772,-0.0326936912317628
"37999","chr11",5138,69080500,69080999,0.434098129004273,0.00120258883972326,0.0544787098799472
"71925","chr15",4848,99916500,99916999,-1.09545981416414,0.00122104245492024,-0.0470364677084387
"132485","chr21",737,34808000,34808499,0.89466180362165,0.0012343855885499,0.0202892014229559
"117713","chr2",6283,127067000,127067499,0.710765287081892,0.00123705357159566,0.0424203666392699
"196087","chr8",2642,61760000,61760499,1.20396963824087,0.00123990764864927,0.0478116914911835
"39725","chr11",6402,86220500,86220999,-0.915284272870404,0.00124234356943044,-0.0530178317750921
"157534","chr4",4100,138967500,138967999,-0.897773905341265,0.00124234356943044,-0.0554835225265404
"33667","chr11",1997,34339000,34339499,-0.693112900099581,0.00124928711004694,-0.0730763443623307
"126364","chr20",984,10492000,10492499,1.79851615810776,0.00124928711004694,0.0294077490453285
"160993","chr5",895,39302500,39302999,-1.2699271498838,0.0012505107025711,-0.0271120868684846
"130902","chr20",4255,62695500,62695999,1.26684584489942,0.00125342047218197,0.0233309943685791
"58220","chr13",2948,114079000,114079499,-1.84294085073517,0.00125619202319979,-0.0242104603370731
"131162","chr20",4450,63588000,63588499,1.74394992227792,0.0012579052671081,0.0219281201657497
"167375","chr5",5362,150542000,150542499,1.02941791673047,0.00126056953252426,0.0314214842688244
"53512","chr12",7747,128817500,128817999,1.15917401235164,0.00126961144715327,0.0396942478274836
"114781","chr2",4180,74020500,74020999,1.55504291541036,0.00126961144715327,0.0228150688804648
"135391","chr22",977,27718000,27718499,0.599681042720462,0.00127099405252171,0.0499495048607929
"79656","chr16",5501,87464500,87464999,1.06852595535305,0.00127178889433962,0.0491119900779129
"142292","chr3",2266,46407000,46407499,0.440579310320518,0.0012737983512321,0.0921142591743237
"69958","chr15",3450,77070500,77070999,-0.61863455645764,0.00128679214522378,-0.0802474728369913
"53184","chr12",7511,124380000,124380499,0.615788194227378,0.00129186280018842,0.060933436328396
"57096","chr13",2194,90867000,90867499,-1.0021805564655,0.00129186280018842,-0.0396902039012231
"107080","chr19",7673,49388000,49388499,0.715412542387579,0.00129388817520565,0.0379226550927603
"34013","chr11",2218,36392000,36392499,-1.04502348212355,0.00129673668993671,-0.0368564885563937
"150843","chr3",8387,192893000,192893499,0.564605508228897,0.00129673668993671,0.0770091014570183
"175693","chr6",4317,43798500,43798999,1.19976477283974,0.00130881821734888,0.0348000584111184
"94385","chr18",887,22939000,22939499,-1.07605003159279,0.00131057898233921,-0.0193194719561528
"135073","chr22",747,24429500,24429999,-0.548025741627482,0.00131289719374911,-0.083482196400933
"191987","chr7",7032,152460000,152460499,-0.698790991953619,0.00131289719374911,-0.0672620678503276
"137156","chr22",2274,39264500,39264999,0.490794455765997,0.00131588403553398,0.0508084991799303
"158580","chr4",4816,156971500,156971999,-0.613776208133652,0.00132282062622035,-0.0797722466395557
"109517","chr2",11334,10002000,10002499,-0.879177311641762,0.00132956981366962,-0.0217364960248016
"119331","chr2",7373,159286500,159286999,0.349359486981373,0.00132956981366962,0.108925069517404
"57795","chr13",2659,109403000,109403499,-1.1592517328523,0.00133873474075056,-0.0285638482881178
"21177","chr10",375,6239000,6239499,1.03057126285613,0.00134812655125551,0.0381773638419308
"65518","chr15",185,31397000,31397499,0.761724601830016,0.00136318507961506,0.0431565777529292
"195817","chr8",2467,58155000,58155499,-0.6304463996064,0.00136318507961506,-0.0514485068667096
"20097","chr1",14724,243452000,243452499,-0.755301321353948,0.00136440842778656,-0.0354663498881698
"33662","chr11",1993,34309000,34309499,0.596840167267596,0.00136462466345185,0.0383615825578772
"154760","chr4",2207,57051000,57051499,0.978086978041765,0.00137329243772111,0.0398212673745587
"128227","chr20",2327,37333500,37333999,0.384766610728504,0.00137884441525062,0.086922236223511
"3488","chr1",2558,25140000,25140499,0.907246774054191,0.00137977839342649,0.0527223034342249
"161555","chr5",1296,54786000,54786499,-0.634376608176297,0.00137977839342649,-0.0805940045586552
"200871","chr8",5913,143948500,143948999,0.459103248424737,0.00137977839342649,0.10340946209297
"62680","chr14",3198,89214000,89214499,-1.59188364819376,0.00138086052565988,-0.0230757569007852
"59521","chr14",6186,46686500,46686999,-3.26139915774597,0.00138452060534084,-0.0205394121994606
"81615","chr17",9610,4756000,4756499,-1.35687036825126,0.00138452060534084,-0.0267954939772558
"117533","chr2",6159,120241500,120241999,-0.774348478244489,0.00138452060534084,-0.0541810537161775
"118448","chr2",6814,143262000,143262499,-0.505536288849468,0.00138452060534084,-0.0699211664505752
"133452","chr21",1437,43361500,43361999,0.80256517901931,0.00138452060534084,0.0401084250129907
"151644","chr4",5670,721500,721999,-1.29789693748683,0.00138452060534084,-0.0260086231870205
"159050","chr4",5137,169660000,169660499,-0.491563174230286,0.00138452060534084,-0.0801866977381294
"167707","chr5",5609,154708500,154708999,-1.17209005731056,0.00138452060534084,-0.0313844478813789
"174736","chr6",3594,36680000,36680499,0.371052145057032,0.00138452060534084,0.0796196319970854
"201272","chr9",49,614500,614999,1.44722820212243,0.00138452060534084,0.0273280460251648
